"","Response","Predictor","Estimate","Std.Error","DF","Crit.Value","P.Value","Std.Estimate","","date_2"
"354","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",3.137,1.0898,1041,2.8785,0.0041,0,"**",2020-03-16
"355","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",-0.1488,0.0271,1041,-5.4931,0,-0.1367,"***",2020-03-16
"356","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.2341,0.0268,1041,8.7237,0,0.2351,"***",2020-03-16
"357","l22.log.admin2_inbound_trip_count.per1M","rwi",1.4425,0.1251,29,11.5302,0,0.322,"***",2020-03-16
"358","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",8.716,3.5638,29,2.4457,0.0208,0.0634,"*",2020-03-16
"359","l22.log.admin2_inbound_trip_count.per1M","M_pct",5.2146,1.871,29,2.787,0.0093,0.0732,"**",2020-03-16
"360","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.3073,0.0193,1041,-15.9604,0,-0.1309,"***",2020-03-16
"361","log.new_cases.per1M","(Intercept)",-0.0147,0.9449,1066,-0.0155,0.9876,0,"",2020-03-17
"362","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",0.0226,0.0142,1066,1.5923,0.1116,0.0183,"",2020-03-17
"363","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.0255,0.0227,1066,1.123,0.2617,0.0216,"",2020-03-17
"364","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",-0.0191,0.0264,1066,-0.7221,0.4704,-0.0112,"",2020-03-17
"365","log.new_cases.per1M","l1.log.new_cases.per1M",0.9466,0.0103,1066,91.6391,0,0.9406,"***",2020-03-17
"366","log.new_cases.per1M","weekend",0.0282,0.0349,1066,0.8073,0.4197,0.007,"",2020-03-17
"367","log.new_cases.per1M","rwi",0.1236,0.1271,5,0.9724,0.3755,0.0163,"",2020-03-17
"368","log.new_cases.per1M","X65p_pct",4.4467,3.2846,5,1.3538,0.2338,0.0191,"",2020-03-17
"369","log.new_cases.per1M","M_pct",-0.3709,1.8277,5,-0.203,0.8472,-0.0031,"",2020-03-17
"370","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-4.936,2.2682,1041,-2.1762,0.0298,0,"*",2020-03-17
"371","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",-0.0042,0.0173,1041,-0.2429,0.8081,-0.004,"",2020-03-17
"372","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.5875,0.0238,1041,24.7037,0,0.5911,"***",2020-03-17
"373","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.5443,0.2548,29,-2.136,0.0412,-0.0884,"*",2020-03-17
"374","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-10.7491,7.8654,29,-1.3666,0.1822,-0.0569,"",2020-03-17
"375","l3.log.admin1_inflow_trip_count.per1M","M_pct",14.7092,4.191,29,3.5098,0.0015,0.1502,"**",2020-03-17
"376","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.2101,0.0211,1041,-9.9719,0,-0.0651,"***",2020-03-17
"377","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",5.7903,1.3967,1041,4.1457,0,0,"***",2020-03-17
"378","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",-0.0184,0.0238,1041,-0.7743,0.4389,-0.0135,"",2020-03-17
"379","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.4748,0.0257,1041,18.4684,0,0.4767,"***",2020-03-17
